,Organism
7362,Pyrobaculum calidifontis
7363,Pyrobaculum ferrireducens
7364,Pyrobaculum islandicum
7365,Pyrobaculum neutrophilum
7366,Pyrobaculum sp.
7367,Pyrococcus abyssi
7368,Pyrococcus endeavori
7369,Pyrococcus furiosus
7370,Pyrococcus horikoshii
7371,Pyrococcus islandicum
7372,Pyrococcus sp.
7373,Pyrococcus woesei
7374,Pyrococcus yayanosii
7375,Pyrocoelia miyako
7376,Pyrocoelia rufa
7377,Pyrocystis fusiformis
7378,Pyrocystis lunula
7379,Pyrocystis noctiluca
7380,Pyrodictium abyssi
7381,Pyrodictium occultum
7382,Pyrophorus mellifluus
7383,Pyrophorus plagiophthalamus
7384,Pyropia haitanensis
7385,Pyropia perforata
7386,Pyropia yezoensis
7387,Pyrus betulifolia
7388,Pyrus calleryana
7389,Pyrus communis
7390,Pyrus pyrifolia
7391,Pythium aphanidermatum
7392,Pythium arrhenomanes
7393,Pythium debaryanum
7394,Pythium insidiosum
7395,Pythium sp.
7396,Pythium splendens
7397,Pythium ultimum
7398,Python bivittatus
7399,Quadrula quadrula
7400,Quadrula refulgens
7401,Quercus alba
7402,Quercus glauca
7403,Quercus ilex
7404,Quercus pedunculata
7405,Quercus petraea
7406,Quercus pubescens
7407,Quercus robur
7408,Quercus rubra
7409,Quesada gigas
7410,Rabbit fibroma
7411,Rabbit hemorrhagic
7412,Rabies lyssavirus
7413,Rachycentron canadum
7414,Radix lethospermi
7415,Radopholus similis
7416,Radulodon casearius
7417,Rahnella aquatilis
7418,Raillietina echinobothrida
7419,Raja clavata
7420,Raja miraletus
7421,Ralstonia phage
7422,Ralstonia pickettii
7423,Ralstonia solanacearum
7424,Ralstonia sp.
7425,Ramaria secunda
7426,Ramaria stricta
7427,Ramonda serbica
7428,Rana catesbeiana
7429,Rana dybowskii
7430,Rana esculenta
7431,Rana grylio
7432,Rana japonica
7433,Rana pipiens
7434,Rana sp.
7435,Rana sylvatica
7436,Rana temporaria
7437,Rangia cuneata
7438,Ranid herpesvirus
7439,Ranunculus bulbosus
7440,Ranunculus flammula
7441,Ranunculus glacialis
7442,Raoultella ornithinolytica
7443,Raoultella planticola
7444,Raoultella terrigena
7445,Rapana venosa
7446,Raphanus raphanistrum
7447,Raphanus sativus
7448,Raphidiopsis brookii
7449,Rapistrum rugosum
7450,Rasamsonia byssochlamydoides
7451,Rasamsonia emersonii
7452,Rastrelliger kanagurta
7453,Rat sialodacryoadenitis
7454,Rattus fuscipes
7455,Rattus norvegicus
7456,Rattus rattus
7457,Rattus sp.
7458,Rauscher leukemia
7459,Rauscher murine
7460,Rauvolfia caffra
7461,Rauvolfia mannii
7462,Rauvolfia mombasiana
7463,Rauvolfia serpentina
7464,Rauvolfia verticillata
7465,Rauvolfia vomitoria
7466,Rauwolfia caffra
7467,RD-feline leukemia
7468,Reaumuria trigyna
7469,Rebecca salina
7470,Reclinomonas americana
7471,Reinekea sp.
7472,Reishia clavigera
7473,Remersonia thermophila
7474,Renibacterium salmoninarum
7475,Renilla koellikeri
7476,Renilla muelleri
7477,Renilla reniformis
7478,Renilla sp.
7479,Reovirus sp.
7480,Respiratory syncytial
7481,Reticulitermes flavipes
7482,Reticulitermes kanmonensis
7483,Reticulitermes santonensis
7484,Reticulitermes speratus
7485,Reticuloendotheliosis virus
7486,Reticulomyxa filosa
7487,Rhabdosargus sarba
7488,Rhamdia quelen
7489,Rhaphiolepis umbellata
7490,Rhea americana
7491,Rheinheimera sp.
7492,Rheum palmatum
7493,Rheum rhaponticum
7494,Rheum sp.
7495,Rheum tataricum
7496,Rhinella arenarum
7497,Rhinella marina
7498,Rhinogobius similis
7499,Rhinolophus ferrumequinum
7500,Rhinopithecus avunculus
7501,Rhinopithecus bieti
7502,Rhinopithecus roxellana
7503,Rhinovirus B14
7504,Rhipicephalus microplus
7505,Rhipsalidopsis sp.
7506,Rhizobacter gummiphilus
7507,Rhizobium etli
7508,Rhizobium favelukesii
7509,Rhizobium leguminosarum
7510,Rhizobium meliloti
7511,Rhizobium mongolense
7512,Rhizobium phaseoli
7513,Rhizobium sp.
7514,Rhizobium spp.
7515,Rhizobium tropici
7516,Rhizobium viscosum
7517,Rhizoctonia fragariae
7518,Rhizoctonia solani
7519,Rhizoglyphus echinopus
7520,Rhizomucor miehei
7521,Rhizomucor pusillus
7522,Rhizomucor sp.
7523,Rhizophagus intraradices
7524,Rhizophora apiculata
7525,Rhizophora stylosa
7526,Rhizopogon luteolus
7527,Rhizoprionodon terraenovae
7528,Rhizopus acidus
7529,Rhizopus circinans
7530,Rhizopus delemar
7531,Rhizopus formosciensis
7532,Rhizopus homothallicus
7533,Rhizopus japonicus
7534,Rhizopus javanicus
7535,Rhizopus microsporus
7536,Rhizopus niveus
7537,Rhizopus oryzae
7538,Rhizopus sp.
7539,Rhizopus stolonifer
7540,Rhizosolenia setigera
7541,Rhodiola crenulata
7542,Rhodiola rosea
7543,Rhodiola sachalinensis
7544,Rhodnius neglectus
7545,Rhodnius prolixus
7546,Rhodobaca bogoriensis
7547,Rhodobacter azotoformans
7548,Rhodobacter blasticus
7549,Rhodobacter capsulatus
7550,Rhodobacter gelatinosa
7551,Rhodobacter globiformis
7552,Rhodobacter sp.
7553,Rhodobacter sphaeroides
7554,Rhodobacteraceae bacterium
7555,Rhodobacterales bacterium
7556,Rhodoblastus acidophilus
7557,Rhodococcus aetherivorans
7558,Rhodococcus boritolerans
7559,Rhodococcus corynebacterioides
7560,Rhodococcus erythropolis
7561,Rhodococcus fascians
7562,Rhodococcus globerulus
7563,Rhodococcus hoagii
7564,Rhodococcus imtechensis
7565,Rhodococcus jostii
7566,Rhodococcus opacus
7567,Rhodococcus pyridinivorans
7568,Rhodococcus qingshengii
7569,Rhodococcus rhodnii
7570,Rhodococcus rhodochrous
7571,Rhodococcus ruber
7572,Rhodococcus rubra
7573,Rhodococcus sp.
7574,Rhodocyclus purpureus
7575,Rhodocyclus sp.
7576,Rhodocyclus tenuis
7577,Rhododendron mucronatum
7578,Rhododendron x
7579,Rhodoferax fermentans
7580,Rhodoglossum japonicum
7581,Rhodomicrobium vannielii
7582,Rhodomonas salina
7583,Rhodomyrtus tomentosa
7584,Rhodopila globiformis
7585,Rhodopirellula baltica
7586,Rhodoplanes elegans
7587,Rhodoplanes pokkaliisoli
7588,Rhodoplanes roseus
7589,Rhodoplanes serenus
7590,Rhodoplanes sp.
7591,Rhodoplanes tepidamans
7592,Rhodopseudomonas palustris
7593,Rhodopseudomonas rubrum
7594,Rhodopseudomonas sp.
7595,Rhodospirillaceae bacterium
7596,Rhodospirillum centenum
7597,Rhodospirillum rubrum
7598,Rhodospirillum sp.
7599,Rhodosporidiobolus ruineniae
7600,Rhodothermus marinus
7601,Rhodothermus phage
7602,Rhodothermus sp.
7603,Rhodotorula diobovata
7604,Rhodotorula flava
7605,Rhodotorula glutinis
7606,Rhodotorula graminis
7607,Rhodotorula kratochvilovae
7608,Rhodotorula mucilaginosa
7609,Rhodotorula paludigena
7610,Rhodotorula sp.
7611,Rhodotorula sphaerocarpa
7612,Rhodotorula texensis
7613,Rhodotorula toruloides
7614,Rhodovulum sp.
7615,Rhodovulum sulfidophilum
7616,Rhopalosiphum padi
7617,Rhyacophila dorsalis
7618,Rhynchophorus ferrugineus
7619,Rhynchophorus palmarum
7620,Rhynchoryza subulata
7621,Rhynchosciara americana
7622,Rhyparobia maderae
7623,Rhyzopertha dominica
7624,Ribes nigrum
7625,Ribes rubrum
7626,Ribes sp.
7627,Ribes uva-crispa
7628,Riccia fluitans
7629,Ricciocarpos natans
7630,Rice stripe
7631,Ricinus communis
7632,Rickettsia conorii
7633,Rickettsia felis
7634,Rickettsia prowazekii
7635,Rickettsia rickettsii
7636,Rickettsia sp.
7637,Rickettsia typhi
7638,Riftia pachyptila
7639,Rigidoporus microporus
7640,Rimicaris exoculata
7641,Riptortus pedestris
7642,Rivularia sp.
7643,Rivulus sp.
7644,Robillarda sp.
7645,Robinia pseudoacacia
7646,Rock bream
7647,Rodentia sp.
7648,Rorippa sp.
7649,Rosa chinensis
7650,Rosa davurica
7651,Rosa hybrid
7652,Rosa laevigata
7653,Rosa roxburghii
7654,Rosa rugosa
7655,Rosa sp.
7656,Rosa x
7657,Roseburia hominis
7658,Roseburia intestinalis
7659,Roseburia inulinivorans
7660,Roseburia sp.
7661,Roseibacterium elongatum
7662,Roseiflexus castenholzii
7663,Roseinatronobacter monicus
7664,Roseinatronobacter sp.
7665,Roseinatronobacter thiooxidans
7666,Roseisalinus antarcticus
7667,Roseivivax halodurans
7668,Roseivivax halotolerans
7669,Roseobacter denitrificans
7670,Roseobacter litoralis
7671,Roseobacter sp.
7672,Roseovarius nubinhibens
7673,Roseovarius sp.
7674,Ross River
7675,Rothia dentocariosa
7676,Rous sarcoma
7677,Rous-associated virus
7678,Rousettus aegyptiacus
7679,Roystonea regia
7680,Rubellimicrobium thermophilum
7681,Rubia tinctorum
7682,Rubinisphaera brasiliensis
7683,Rubrivivax benzoatilyticus
7684,Rubrivivax gelatinosus
7685,Rubrobacter xylanophilus
7686,Rubus arcticus
7687,Rubus coreanus
7688,Rubus idaeus
7689,Rubus plicatus
7690,Ruditapes decussatus
7691,Ruditapes philippinarum
7692,Ruditapes sp.
7693,Ruegeria lacuscaerulensis
7694,Ruegeria pomeroyi
7695,Ruellia sp.
7696,Rugosa rugosa
7697,rumen bacterium
7698,Rumex dentatus
7699,Rumex palustris
7700,Ruminiclostridium cellobioparum
7701,Ruminiclostridium cellulolyticum
7702,Ruminiclostridium josui
7703,Ruminiclostridium papyrosolvens
7704,Ruminobacter amylophilus
7705,Ruminococcus albus
7706,Ruminococcus champanellensis
7707,Ruminococcus flavefaciens
7708,Ruminococcus gnavus
7709,Ruminococcus sp.
7710,Ruminococcus torques
7711,Rusa unicolor
7712,Russula lepida
7713,Russula rosacea
7714,Russula sp.
7715,Russula virescens
7716,Ruta graveolens
7717,Rutilus rutilus
7718,Saara hardwickii
7719,Sabal minor
7720,Sabella pavonina
7721,Sabellastarte spectabilis
7722,Saccharina japonica
7723,Saccharina latissima
7724,Saccharolobus shibatae
7725,Saccharolobus solfataricus
7726,Saccharomonospora viridis
7727,Saccharomyces anamensis
7728,Saccharomyces bayanus
7729,Saccharomyces cerevisiae
7730,Saccharomyces chevalieri
7731,Saccharomyces douglasii
7732,Saccharomyces eubayanus
7733,Saccharomyces fragilis
7734,Saccharomyces kloeckerianus
7735,Saccharomyces kudriavzevii
7736,Saccharomyces lactis
7737,Saccharomyces logos
7738,Saccharomyces ludwigii
7739,Saccharomyces mellis
7740,Saccharomyces mikatae
7741,Saccharomyces norbensis
7742,Saccharomyces paradoxus
7743,Saccharomyces pastorianus
7744,Saccharomyces pombe
7745,Saccharomyces sp.
7746,Saccharomyces uvarum
7747,Saccharomycopsis fibuligera
7748,Saccharomycopsis lipolytica
7749,Saccharophagus degradans
7750,Saccharophagus sp.
7751,Saccharopolyspora erythraea
7752,Saccharopolyspora pathumthaniensis
7753,Saccharopolyspora rectivirgula
7754,Saccharopolyspora sp.
7755,Saccharopolyspora spinosa
7756,Saccharothrix espanaensis
7757,Saccharothrix mutabilis
7758,Saccharothrix sp.
7759,Saccharum arundinaceum
7760,Saccharum hybrid
7761,Saccharum officinarum
7762,Saccharum robustum
7763,Saccharum sp.
7764,Saccharum spontaneum
7765,Saccharum spp.
7766,Saduria entomon
7767,Sagittaria pygmaea
7768,Sagittaria sp.
7769,Sagittula stellata
7770,Sagmariasus verreauxi
7771,Saguinus oedipus
7772,Saimiri boliviensis
7773,Saimiri sciureus
7774,Saimiri sp.
7775,Saimiriine gammaherpesvirus
7776,Saint Louis
7777,Saitozyma flava
7778,Salaria basilisca
7779,Salicornia europaea
7780,Salimicrobium halophilum
7781,Salinibacter ruber
7782,Salinispora arenicola
7783,Salinispora tropica
7784,Salinivibrio costicola
7785,Salinivibrio sp.
7786,Salipaludibacillus agaradhaerens
7787,Salipiger bermudensis
7788,Salix alba
7789,Salix babylonica
7790,Salix discolor
7791,Salix purpurea
7792,Salmo labrax
7793,Salmo salar
7794,Salmo sp.
7795,Salmo trutta
7796,Salmon isavirus
7797,Salmonella durban
7798,Salmonella enterica
7799,Salmonella newington
7800,Salmonella sp.
7801,Salmonella typhosa
7802,Salmonella virus
7803,Salmonella weslaco
7804,Salmonella-Escherichia coli
7805,Salvator rufescens
7806,Salvelinus alpinus
7807,Salvelinus fontinalis
7808,Salvia divinorum
7809,Salvia fruticosa
7810,Salvia miltiorrhiza
7811,Salvia nemorosa
7812,Salvia officinalis
7813,Salvia pomifera
7814,Salvia rosmarinus
7815,Salvia sclarea
7816,Salvia splendens
7817,Salvia stenophylla
7818,Salvinia minima
7819,Salvinia natans
7820,Sambucus ebulus
7821,Sambucus nigra
7822,Sambucus racemosa
7823,Samia cynthia
7824,Sander lucioperca
7825,Sander vitreus
7826,Sandersonia aurantiaca
7827,Sanguibacter keddieii
7828,Sanguinaria canadensis
7829,Sanguisorba officinalis
7830,Sansevieria trifasciata
7831,Santalum acuminatum
7832,Santalum album
7833,Santalum austrocaledonicum
7834,Santalum spicatum
7835,Saponaria ocymoides
7836,Saponaria officinalis
7837,Saposhnikovia divaricata
7838,Sapporo virus
7839,Saprolegnia diclina
7840,Saprolegnia monoica
7841,Saprolegnia parasitica
7842,Sapromyces elongatus
7843,Saraca indica
7844,Sarcina aurantiaca
7845,Sarcina marginata
7846,Sarcina sp.
7847,Sarcina subflava
7848,Sarcocystis dasypi
7849,Sarcocystis falcatula
7850,Sarcocystis neurona
7851,Sarcolobus globosus
7852,Sarcomyxa serotina
7853,Sarcophaga barbata
7854,Sarcophaga bullata
7855,Sarcophaga peregrina
7856,Sarcophaga sp.
7857,Sarcoptes scabiei
7858,Sarcoscypha occidentalis
7859,Sarda sarda
7860,Sardina pilchardus
7861,Sardinella aurita
7862,Sardinops caeruleus
7863,Sardinops melanostictus
7864,Sardinops sagax
7865,Sardinops sp.
7866,Sargassum horneri
7867,Sargassum sagamianum
7868,Sargassum sp.
7869,Sarocladium strictum
7870,Sarracenia flava
7871,SARS coronavirus
7872,Sasamorpha purpurascens
7873,Satureja hortensis
7874,Sauromatum venosum
7875,Saussurea costus
7876,Saussurea involucrata
7877,Saussurea medusa
7878,Sawyeria marylandensis
7879,Saxidomus giganteus
7880,Saxidomus purpuratus
7881,Scabiosa atropurpurea
7882,Scapharca broughtonii
7883,Scapharca inaequivalvis
7884,Scaptodrosophila lebanonensis
7885,Scatophagus argus
7886,Scedosporium apiospermum
7887,Scedosporium boydii
7888,Sceloporus undulatus
7889,Scenedesmus acutus
7890,Scenedesmus basiliensis
7891,Scenedesmus quadricauda
7892,Scenedesmus sp.
7893,Scheffersomyces shehatae
7894,Scheffersomyces spartinae
7895,Scheffersomyces stipitis
7896,Schinus molle
7897,Schinus terebinthifolia
7898,Schistocerca gregaria
7899,Schistocerca nitens
7900,Schistosoma bovis
7901,Schistosoma haematobium
7902,Schistosoma japonicum
7903,Schistosoma mansoni
7904,Schistosoma sp.
7905,Schizaphis graminum
7906,Schizochytrium sp.
7907,Schizolobium parahyba
7908,Schizonepeta tenuifolia
7909,Schizophyllum commune
7910,Schizophyllum sp.
7911,Schizosaccharomyces japonicus
7912,Schizosaccharomyces octosporus
7913,Schizosaccharomyces pombe
7914,Schizosaccharomyces slooffiae
7915,Schizosaccharomyces sp.
7916,Schizothrix calcicola
7917,Schlegelella sp.
7918,Schlegelella thermodepolymerans
7919,Schlumbergera sp.
7920,Schmidtea mediterranea
7921,Schmidtea polychroa
7922,Schoenoplectiella juncoides
7923,Schwanniomyces castellii
7924,Schwanniomyces etchellsii
7925,Schwanniomyces occidentalis
7926,Schwanniomyces polymorphus
7927,Schwanniomyces pseudopolymorphus
7928,Schwanniomyces vanrijiae
7929,Schwanniomyces yamadae
7930,Sciaena umbra
7931,Scirpophaga excerptalis
7932,Sclerocarya birrea
7933,Sclerocleista ornata
7934,Sclerotinia fructigena
7935,Sclerotinia libertiana
7936,Sclerotinia sclerotiorum
7937,Sclerotinia sp.
7938,Sclerotium coffeicola
7939,Sclerotium delphinii
7940,Sclerotium glucanicum
7941,Sclerotium sp.
7942,Scolelepis fuliginosa
7943,Scolopendra viridis
7944,Scomber australasicus
7945,Scomber japonicus
7946,Scomber scombrus
7947,Scomberomorus sierra
7948,Scomberomorus sp.
7949,Scombridae gen.
7950,Scoparia dulcis
7951,Scophthalmus maximus
7952,Scopolia atropoides
7953,Scopolia japonica
7954,Scopolia parviflora
7955,Scopulariopsis brevicaulis
7956,Scopulariopsis sp.
7957,Scorpaena porcus
7958,Scorpaena scrofa
7959,Scorpio maurus
7960,Scrippsiella trochoidea
7961,Scrobicularia plana
7962,Scutellaria baicalensis
7963,Scutellaria viscidula
7964,Scyliorhinus canicula
7965,Scyliorhinus torazame
7966,Scylla paramamosain
7967,Scylla serrata
7968,Scyllarides latus
7969,Scyra acutifrons
7970,Scytalidium lignicola
7971,Scytonema hofmannii
7972,Sea urchin
7973,Sebaldella termitidis
7974,Sebastes carnatus
7975,Sebastes inermis
7976,Sebastes miniatus
7977,Sebastes pinniger
7978,Sebastes schlegelii
7979,Secale cereale
7980,Secale montanum
7981,Secale sylvestre
7982,Sedimentibacter hydroxybenzoicus
7983,Sedimenticola selenatireducens
7984,Sedum acre
7985,Sedum alfredii
7986,Sedum prealtum
7987,Segonzacia mesatlantica
7988,Selaginella kraussiana
7989,Selaginella labordei
7990,Selaginella lepidophylla
7991,Selaginella martensii
7992,Selaginella moellendorffii
7993,Selaginella sp.
7994,Selenastrum capricornutum
7995,Selenomonas lacticifex
7996,Selenomonas ruminantium
7997,Semliki forest
7998,Semotilus atromaculatus
7999,Senecio fuchsii
8000,Senecio squalidus
8001,Senecio vernalis
8002,Senecio vulgaris
8003,Senna alata
8004,Senna obtusifolia
8005,Sepia officinalis
8006,Sepia pharaonis
8007,Sepia sp.
8008,Sepioteuthis lessoniana
8009,Sepioteuthis sepioidea
8010,Sequoia sempervirens
8011,Sequoiadendron giganteum
8012,Serendipita indica
8013,Serinus canaria
8014,Seriola lalandi
8015,Seriola quinqueradiata
8016,Serratia ficaria
8017,Serratia fonticola
8018,Serratia grimesii
8019,Serratia indica
8020,Serratia kiliensis
8021,Serratia liquefaciens
8022,Serratia malilotii
8023,Serratia marcescens
8024,Serratia odorifera
8025,Serratia plymuthica
8026,Serratia polymuthicum
8027,Serratia proteamaculans
8028,Serratia putrefaciens
8029,Serratia rubidaea
8030,Serratia sp.
8031,Serratula tinctoria
8032,Sesamia nonagrioides
8033,Sesamum indicum
8034,Sesamum radiatum
8035,Sesarma reticulatum
8036,Sesbania grandiflora
8037,Sesbania rostrata
8038,Sesbania virgata
8039,Sesuvium portulacastrum
8040,Setaria cervi
8041,Setaria faberi
8042,Setaria italica
8043,Setaria verticillata
8044,Setaria viridis
8045,Shewanella algae
8046,Shewanella amazonensis
8047,Shewanella baltica
8048,Shewanella benthica
8049,Shewanella decolorationis
8050,Shewanella denitrificans
8051,Shewanella fidelis
8052,Shewanella frigidimarina
8053,Shewanella gelidimarina
8054,Shewanella hafniensis
8055,Shewanella halifaxensis
8056,Shewanella japonica
8057,Shewanella livingstonensis
8058,Shewanella loihica
8059,Shewanella marinintestina
8060,Shewanella massilia
8061,Shewanella oneidensis
8062,Shewanella pacifica
8063,Shewanella pealeana
8064,Shewanella piezotolerans
8065,Shewanella putrefaciens
8066,Shewanella sairae
8067,Shewanella schlegeliana
8068,Shewanella sediminis
8069,Shewanella sp.
8070,Shewanella violacea
8071,Shewanella woodyi
8072,Shewanella xiamenensis
8073,Shigella alkalescens
8074,Shigella boydii
8075,Shigella dysenteriae
8076,Shigella flexneri
8077,Shigella sonnei
8078,Shigella sp.
8079,Shimazuella sp.
8080,Shimia aestuarii
8081,Shimwellia blattae
8082,Shinella sp.
8083,Shiraia sp.
8084,Shorea parvifolia
8085,Shrimp white
8086,Sicarius albospinosus
8087,Sicarius cf.
8088,Sicarius damarensis
8089,Sicarius dolichocephalus
8090,Sicarius hahni
8091,Sicarius patagonicus
8092,Sicarius rugosus
8093,Sicarius testaceus
8094,Sideritis cretica
8095,Siganus canaliculatus
8096,Siganus fuscescens
8097,Sigmoidea prolifera
8098,Silene chalcedonica
8099,Silene dioica
8100,Silene latifolia
8101,Silene sp.
8102,Silene vulgaris
8103,Silurus asotus
8104,Silurus glanis
8105,Silybum marianum
8106,simian cytomegalovirus
8107,Simian foamy
8108,Simian immunodeficiency
8109,Simian rotavirus
8110,Simkania negevensis
8111,Simmondsia chinensis
8112,Sinapis alba
8113,Sinapis arvensis
8114,Sinapis sp.
8115,Sindbis virus
8116,Singulisphaera acidiphila
8117,Sinningia cardinalis
8118,Sinomonas atrocyanea
8119,Sinomonas sp.
8120,Sinonovacula constricta
8121,Sinopodophyllum hexandrum
8122,Sinorhizobium arboris
8123,Sinorhizobium fredii
8124,Sinorhizobium medicae
8125,Sinorhizobium meliloti
8126,Sinorhizobium sp.
8127,Sinorhizobium terangae
8128,Sinorhizobium xinjiangense
8129,Siraitia grosvenorii
8130,Sirococcus conigenus
8131,Sistrurus miliarius
8132,Sistrurus tergeminus
8133,Sisymbrium sp.
8134,Sitobion avenae
8135,Sitodiplosis mosellana
8136,Sitophilus oryzae
8137,Sitophilus zeamais
8138,Sitotroga cerealella
8139,Skeletonema costatum
8140,Skeletonema tropicum
8141,Slackia exigua
8142,Slackia sp.
8143,Slafractonia leguminicola
8144,Smallanthus sonchifolius
8145,Sogatella furcifera
8146,Soil bacterium
8147,Soja hispida
8148,Solanum acaule
8149,Solanum chacoense
8150,Solanum cheesmaniae
8151,Solanum chilense
8152,Solanum chmielewskii
8153,Solanum commersonii
8154,Solanum dulcamara
8155,Solanum elaeagnifolium
8156,Solanum glaucophyllum
8157,Solanum habrochaites
8158,Solanum lycocarpum
8159,Solanum lycopersicum
8160,Solanum megistacrolobum
8161,Solanum melongena
8162,Solanum neorickii
8163,Solanum nigrum
8164,Solanum pennellii
8165,Solanum peruvianum
8166,Solanum phureja
8167,Solanum pimpinellifolium
8168,Solanum torvum
8169,Solanum tuberosum
8170,Solanum virginianum
8171,Solanum x
8172,Solaster paxillatus
8173,Solea senegalensis
8174,Solemya reidi
8175,Solemya velum
8176,Solen gouldi
8177,Solen strictus
8178,Solenocera agassizii
8179,Solenocera crassicornis
8180,Solenocera koelbeli
8181,Solenocera melantho
8182,Solenopsis invicta
8183,Solicoccozyma terreus
8184,Solidago canadensis
8185,Solitalea canadensis
8186,Solorina crocea
8187,Sonneratia alba
8188,Sophora flavescens
8189,Sophora tetraptera
8190,Sorangium cellulosum
8191,Sorbus americana
8192,Sorbus aucuparia
8193,Sorbus domestica
8194,Sordaria araneosa
8195,Sordaria macrospora
8196,Sorex cinereus
8197,Sorghum arundinaceum
8198,Sorghum bicolor
8199,Sorghum halepense
8200,Sorghum sp.
8201,Sorghum x
8202,Sotalia fluviatilis
8203,Southampton virus
8204,Sowbane mosaic
8205,Soybean mosaic
8206,Sparassis crispa
8207,Sparus aurata
8208,Spathiphyllum wallisii
8209,Spatoglossum pacificum
8210,Spatoglossum sp.
8211,Spermophilus dauricus
8212,Sphaceloma manihoticola
8213,Sphaerobacter thermophilus
8214,Sphaerophorus sp.
8215,Sphaerostilbe repens
8216,Sphaerotilus natans
8217,Sphaerotilus sp.
8218,Sphaerulina musiva
8219,Sphagnum cuspidatum
8220,Sphagnum fallax
8221,Sphagnum fimbriatum
8222,Sphagnum imbricatum
8223,Sphagnum magellanicum
8224,Sphagnum molle
8225,Sphagnum palustre
8226,Sphagnum papillosum
8227,Sphagnum rubellum
8228,Sphagnum russowii
8229,Sphagnum sp.
8230,Sphagnum squarrosum
8231,Sphagnum subnitens
8232,Sphagnum subsecundum
8233,Sphenophorus levis
8234,Sphenostylis stenocarpa
8235,Sphingobacterium faecium
8236,Sphingobacterium multivorum
8237,Sphingobacterium sp.
8238,Sphingobacterium spiritivorum
8239,Sphingobacterium thalpophilum
8240,Sphingobium chlorophenolicum
8241,Sphingobium chungbukense
8242,Sphingobium francense
8243,Sphingobium herbicidovorans
8244,Sphingobium indicum
8245,Sphingobium japonicum
8246,Sphingobium quisquiliarum
8247,Sphingobium sp.
8248,Sphingobium xenophagum
8249,Sphingobium yanoikuyae
8250,Sphingomonas elodea
8251,Sphingomonas paucimobilis
8252,Sphingomonas sanxanigenens
8253,Sphingomonas sp.
8254,Sphingomonas wittichii
8255,Sphingopyxis alaskensis
8256,Sphingopyxis fribergensis
8257,Sphingopyxis macrogoltabida
8258,Sphingopyxis sp.
8259,Sphingopyxis terrae
8260,Sphingosinicella microcystinivorans
8261,Sphingosinicella xenopeptidilytica
8262,Sphyraena argentea
8263,Sphyraena barracuda
8264,Sphyraena ensis
8265,Sphyraena helleri
8266,Sphyraena idiastes
8267,Sphyraena lucasana
8268,Sphyrna lewini
8269,Spilarctia luteum
8270,Spinacia oleracea
8271,Spiraea sp.
8272,Spirillospora albida
8273,Spirillospora sp.
8274,Spirochaeta aurantia
8275,Spirochaeta sp.
8276,Spirochaeta thermophila
8277,Spirodela polyrhiza
8278,Spirogyra varians
8279,Spirometra erinaceieuropaei
8280,Spiroplasma citri
8281,Spiroplasma monobiae
8282,Spirosoma linguale
8283,Spirulina geitleri
8284,Spirulina sp.
8285,Spirulina subsalsa
8286,Spisula solidissima
8287,Spleen necrosis
8288,Spodoptera eridania
8289,Spodoptera exempta
8290,Spodoptera exigua
8291,Spodoptera frugiperda
8292,Spodoptera littoralis
8293,Spodoptera litura
8294,Spongilla lacustris
8295,Spongipellis unicolor
8296,Sporidiobolus pararoseus
8297,Sporidiobolus salmonicolor
8298,Sporobolomyces coprophilus
8299,Sporobolomyces roseus
8300,Sporobolomyces sp.
8301,Sporobolus africanus
8302,Sporobolus alterniflorus
8303,Sporobolus densiflorus
8304,Sporobolus maritimus
8305,Sporobolus stapfianus
8306,Sporobolus x
8307,Sporocytophaga myxococcoides
8308,Sporolactobacillus inulinus
8309,Sporolactobacillus laevolacticus
8310,Sporolactobacillus sp.
8311,Sporomusa ovata
8312,Sporomusa sp.
8313,Sporomusa sphaeroides
8314,Sporomusa termitida
8315,Sporopachydermia lactativora
8316,Sporosarcina globispora
8317,Sporosarcina pasteurii
8318,Sporosarcina psychrophila
8319,Sporosarcina sp.
8320,Sporosarcina ureae
8321,Sporothrix carnis
8322,Sporothrix schenckii
8323,Sporothrix sp.
8324,Sporotrichum pulverulentum
8325,Sporotrichum sp.
8326,Spraguea lophii
8327,Sprattus sprattus
8328,Spuriopimpinella brachycarpa
8329,Squalius cephalus
8330,Squalus acanthias
8331,Squirrel monkey
8332,Stachybotrys atra
8333,Stachybotrys bisbyi
8334,Stachybotrys chartarum
8335,Stachybotrys cylindrospora
8336,Stachybotrys elegans
8337,Stachybotrys kampalensis
8338,Stachybotrys microspora
8339,Stachybotrys sp.
8340,Stachys affinis
8341,Stanieria sp.
8342,Stanleya albescens
8343,Stanleya pinnata
8344,Staphylococcus aerogenes
8345,Staphylococcus aureus
8346,Staphylococcus capitis
8347,Staphylococcus caprae
8348,Staphylococcus carnosus
8349,Staphylococcus chromogenes
8350,Staphylococcus cohnii
8351,Staphylococcus enteridis
8352,Staphylococcus epidermidis
8353,Staphylococcus haemolyticus
8354,Staphylococcus hominis
8355,Staphylococcus hyicus
8356,Staphylococcus leei
8357,Staphylococcus lugdunensis
8358,Staphylococcus non-hemolyticus
8359,Staphylococcus phage
8360,Staphylococcus pseudintermedius
8361,Staphylococcus pseudolugdunensis
8362,Staphylococcus pyogenes
8363,Staphylococcus saprophyticus
8364,Staphylococcus sciuri
8365,Staphylococcus simulans
8366,Staphylococcus sp.
8367,Staphylococcus virus
8368,Staphylococcus warneri
